ZIP,protected,not_protected
71118,0.024,0.976
25177,0.006999999999999999,0.993
60177,0.221,0.779
27591,0.217,0.783
32953,0.10800000000000001,0.892
30286,0.027000000000000003,0.973
33444,0.11599999999999999,0.884
31605,0.079,0.921
32763,0.16399999999999998,0.8360000000000001
7016,0.075,0.925
66106,0.349,0.651
34104,0.28800000000000003,0.712
85268,0.033,0.967
94085,0.319,0.681
81501,0.196,0.804
30312,0.033,0.967
46375,0.133,0.867
85119,0.185,0.815
4210,0.021,0.979
91737,0.337,0.663
80110,0.254,0.746
6108,0.447,0.5529999999999999
98671,0.075,0.925
2048,0.036000000000000004,0.964
45102,0.022000000000000002,0.978
33062,0.135,0.865
63121,0.006,0.994
98108,0.125,0.875
2122,0.13699999999999998,0.863
38106,0.018000000000000002,0.982
40223,0.027999999999999997,0.972
48326,0.073,0.927
34736,0.257,0.743
7508,0.425,0.575
8037,0.19699999999999998,0.803
45805,0.06,0.94
94597,0.131,0.869
46321,0.142,0.858
14620,0.08,0.92
99224,0.046,0.954
60108,0.11,0.89
77054,0.11699999999999999,0.883
30291,0.023,0.977
46323,0.37,0.63
77551,0.379,0.621
32606,0.087,0.913
48083,0.027000000000000003,0.973
46563,0.165,0.835
48382,0.032,0.968
667,0.98,0.020000000000000018
33634,0.5479999999999999,0.45200000000000007
90720,0.226,0.774
78222,0.649,0.351
32025,0.078,0.922
35404,0.08,0.92
34715,0.242,0.758
44137,0.013999999999999999,0.986
64086,0.069,0.931
35802,0.043,0.957
61244,0.174,0.8260000000000001
17408,0.076,0.924
19608,0.099,0.901
8002,0.102,0.898
23693,0.038,0.962
83442,0.076,0.924
46322,0.19699999999999998,0.803
72104,0.042,0.958
85306,0.185,0.815
89433,0.513,0.487
33327,0.504,0.496
33426,0.19399999999999998,0.806
68111,0.158,0.842
91106,0.306,0.694
50131,0.032,0.968
93610,0.486,0.514
30141,0.067,0.933
53545,0.03,0.97
67502,0.095,0.905
36801,0.054000000000000006,0.946
20737,0.563,0.43700000000000006
33772,0.095,0.905
98028,0.066,0.9339999999999999
84124,0.07400000000000001,0.9259999999999999
60153,0.318,0.6819999999999999
21012,0.086,0.914
74115,0.36,0.64
33901,0.166,0.834
39465,0.032,0.968
72211,0.033,0.967
66604,0.12300000000000001,0.877
97015,0.126,0.874
54022,0.026000000000000002,0.974
1609,0.175,0.825
81401,0.19699999999999998,0.803
94089,0.237,0.763
85614,0.154,0.846
96761,0.146,0.854
48375,0.055999999999999994,0.944
2840,0.081,0.919
90404,0.284,0.716
14211,0.077,0.923
44857,0.07200000000000001,0.9279999999999999
61103,0.10099999999999999,0.899
60561,0.07400000000000001,0.9259999999999999
77578,0.263,0.737
8619,0.131,0.869
48075,0.01,0.99
46725,0.022000000000000002,0.978
53027,0.051,0.949
38464,0.035,0.965
54913,0.034,0.966
23504,0.031,0.969
34482,0.162,0.838
90303,0.575,0.42500000000000004
36609,0.055999999999999994,0.944
718,0.99,0.010000000000000009
15205,0.019,0.981
30106,0.11599999999999999,0.884
17057,0.09699999999999999,0.903
64850,0.086,0.914
10591,0.33799999999999997,0.662
10075,0.08,0.92
39702,0.011000000000000001,0.989
48346,0.055999999999999994,0.944
29205,0.049,0.951
60051,0.075,0.925
10471,0.273,0.727
48329,0.049,0.951
76710,0.23800000000000002,0.762
30125,0.24,0.76
46806,0.22699999999999998,0.773
46214,0.135,0.865
21601,0.084,0.916
46970,0.044000000000000004,0.956
45133,0.013000000000000001,0.987
77586,0.182,0.8180000000000001
46953,0.059000000000000004,0.941
10038,0.09699999999999999,0.903
10703,0.381,0.619
28613,0.14400000000000002,0.856
80528,0.13,0.87
75094,0.052000000000000005,0.948
28209,0.07400000000000001,0.9259999999999999
19006,0.021,0.979
19018,0.021,0.979
24017,0.061,0.9390000000000001
7724,0.113,0.887
2467,0.059000000000000004,0.941
1887,0.013000000000000001,0.987
38141,0.102,0.898
62901,0.049,0.951
11776,0.196,0.804
77478,0.121,0.879
8109,0.281,0.719
45241,0.054000000000000006,0.946
27537,0.075,0.925
23324,0.051,0.949
79413,0.341,0.659
33709,0.12300000000000001,0.877
11714,0.129,0.871
50320,0.177,0.823
45247,0.006999999999999999,0.993
12047,0.055999999999999994,0.944
32726,0.16,0.84
95391,0.14300000000000002,0.857
40160,0.083,0.917
74037,0.077,0.923
1104,0.622,0.378
39501,0.057999999999999996,0.942
32778,0.114,0.886
93041,0.584,0.41600000000000004
32926,0.078,0.922
55430,0.147,0.853
60008,0.295,0.7050000000000001
28787,0.062,0.938
30601,0.20199999999999999,0.798
75020,0.085,0.915
6610,0.484,0.516
13208,0.049,0.951
95405,0.12,0.88
31312,0.052000000000000005,0.948
72802,0.11199999999999999,0.888
3110,0.033,0.967
6042,0.114,0.886
89134,0.09300000000000001,0.907
93212,0.698,0.30200000000000005
33496,0.121,0.879
55038,0.027999999999999997,0.972
98664,0.14300000000000002,0.857
48167,0.033,0.967
33542,0.159,0.841
46052,0.048,0.952
28120,0.038,0.962
46041,0.222,0.778
73003,0.076,0.924
55420,0.122,0.878
33545,0.294,0.706
84105,0.07400000000000001,0.9259999999999999
48473,0.033,0.967
62864,0.026000000000000002,0.974
1720,0.036000000000000004,0.964
37091,0.078,0.922
48864,0.032,0.968
33323,0.32299999999999995,0.677
44138,0.063,0.937
32960,0.13,0.87
78624,0.254,0.746
94030,0.10099999999999999,0.899
32060,0.091,0.909
2180,0.044000000000000004,0.956
78214,0.899,0.10099999999999998
19348,0.191,0.8089999999999999
40342,0.021,0.979
15136,0.013000000000000001,0.987
10552,0.18100000000000002,0.819
43231,0.063,0.937
60502,0.086,0.914
34974,0.18600000000000003,0.814
39211,0.02,0.98
12078,0.048,0.952
94596,0.08900000000000001,0.911
33034,0.55,0.44999999999999996
51104,0.193,0.8069999999999999
637,0.99,0.010000000000000009
37862,0.146,0.854
68154,0.04,0.96
10708,0.15,0.85
30548,0.039,0.961
18411,0.03,0.97
70706,0.015,0.985
28037,0.033,0.967
34601,0.099,0.901
47025,0.013999999999999999,0.986
17078,0.07,0.9299999999999999
29678,0.055,0.945
48176,0.045,0.955
2852,0.037000000000000005,0.963
92354,0.255,0.745
68105,0.342,0.6579999999999999
89408,0.19399999999999998,0.806
97601,0.127,0.873
83702,0.068,0.9319999999999999
34212,0.11199999999999999,0.888
38122,0.32299999999999995,0.677
61615,0.087,0.913
78114,0.519,0.481
53713,0.262,0.738
32548,0.139,0.861
97333,0.075,0.925
98642,0.075,0.925
30327,0.026000000000000002,0.974
53916,0.068,0.9319999999999999
31069,0.037000000000000005,0.963
99705,0.067,0.933
67218,0.218,0.782
11581,0.184,0.8160000000000001
57105,0.027999999999999997,0.972
31792,0.027000000000000003,0.973
97338,0.061,0.9390000000000001
3801,0.022000000000000002,0.978
61111,0.10099999999999999,0.899
64131,0.046,0.954
38104,0.043,0.957
60491,0.076,0.924
53045,0.025,0.975
34481,0.11199999999999999,0.888
98199,0.063,0.937
84103,0.069,0.931
95531,0.21600000000000003,0.784
1606,0.134,0.866
96814,0.077,0.923
1890,0.021,0.979
2747,0.048,0.952
17356,0.018000000000000002,0.982
75142,0.353,0.647
83835,0.019,0.981
98053,0.034,0.966
13850,0.026000000000000002,0.974
14217,0.040999999999999995,0.959
37215,0.017,0.983
25526,0.018000000000000002,0.982
47331,0.013999999999999999,0.986
91201,0.207,0.793
617,0.993,0.007000000000000006
30308,0.054000000000000006,0.946
84720,0.078,0.922
27312,0.046,0.954
30035,0.025,0.975
80207,0.2,0.8
87301,0.313,0.687
33572,0.147,0.853
33137,0.524,0.476
63043,0.040999999999999995,0.959
49534,0.045,0.955
39206,0.016,0.984
19150,0.024,0.976
91202,0.126,0.874
57006,0.032,0.968
64134,0.081,0.919
85541,0.107,0.893
98371,0.061,0.9390000000000001
30512,0.036000000000000004,0.964
80921,0.085,0.915
31548,0.083,0.917
48503,0.033,0.967
1013,0.317,0.683
98406,0.040999999999999995,0.959
98221,0.052000000000000005,0.948
37415,0.036000000000000004,0.964
11762,0.053,0.947
47250,0.031,0.969
89118,0.207,0.793
17901,0.026000000000000002,0.974
8876,0.15,0.85
7866,0.136,0.864
41501,0.016,0.984
59714,0.03,0.97
61021,0.076,0.924
77006,0.14400000000000002,0.856
32119,0.08900000000000001,0.911
32751,0.11,0.89
32129,0.064,0.9359999999999999
77441,0.22,0.78
7522,0.588,0.41200000000000003
93263,0.8370000000000001,0.16299999999999992
54904,0.01,0.99
83202,0.102,0.898
92844,0.228,0.772
98166,0.129,0.871
35055,0.047,0.953
72904,0.435,0.565
2116,0.079,0.921
34957,0.075,0.925
71303,0.033,0.967
38114,0.018000000000000002,0.982
78148,0.377,0.623
44406,0.02,0.98
46311,0.114,0.886
70785,0.012,0.988
43211,0.07,0.9299999999999999
77505,0.445,0.5549999999999999
80113,0.109,0.891
98383,0.063,0.937
40351,0.013999999999999999,0.986
40014,0.057999999999999996,0.942
33131,0.5770000000000001,0.42299999999999993
34677,0.138,0.862
33486,0.157,0.843
75159,0.502,0.498
7203,0.366,0.634
83647,0.171,0.829
45440,0.027999999999999997,0.972
77303,0.35700000000000004,0.643
60490,0.151,0.849
79015,0.17800000000000002,0.822
43206,0.027999999999999997,0.972
22655,0.105,0.895
61115,0.069,0.931
64052,0.18100000000000002,0.819
77019,0.166,0.834
2910,0.212,0.788
14617,0.075,0.925
19023,0.037000000000000005,0.963
33541,0.136,0.864
33782,0.11699999999999999,0.883
15216,0.031,0.969
23061,0.034,0.966
34473,0.342,0.6579999999999999
82007,0.242,0.758
11694,0.16699999999999998,0.833
29418,0.094,0.906
95818,0.221,0.779
31503,0.066,0.9339999999999999
77550,0.29,0.71
766,0.996,0.0040000000000000036
32308,0.063,0.937
33566,0.32,0.6799999999999999
52246,0.057,0.943
35756,0.049,0.951
27712,0.047,0.953
85259,0.083,0.917
47546,0.049,0.951
20716,0.061,0.9390000000000001
80915,0.226,0.774
53143,0.188,0.812
74021,0.040999999999999995,0.959
45331,0.013000000000000001,0.987
34480,0.141,0.859
80232,0.263,0.737
95746,0.09300000000000001,0.907
3833,0.02,0.98
27263,0.081,0.919
85737,0.192,0.808
60803,0.245,0.755
2879,0.025,0.975
18976,0.048,0.952
7205,0.23199999999999998,0.768
48080,0.042,0.958
7071,0.259,0.741
46805,0.061,0.9390000000000001
70128,0.013999999999999999,0.986
2809,0.021,0.979
19007,0.126,0.874
31326,0.077,0.923
14020,0.047,0.953
18902,0.045,0.955
44144,0.187,0.813
17545,0.019,0.981
10012,0.08900000000000001,0.911
72713,0.124,0.876
68005,0.155,0.845
14223,0.038,0.962
95521,0.147,0.853
79703,0.589,0.41100000000000003
3867,0.03,0.97
52241,0.065,0.935
21158,0.038,0.962
48204,0.017,0.983
35022,0.009000000000000001,0.991
15143,0.017,0.983
44087,0.036000000000000004,0.964
44514,0.033,0.967
2863,0.715,0.28500000000000003
27501,0.21100000000000002,0.7889999999999999
58703,0.08800000000000001,0.912
67204,0.361,0.639
20151,0.21899999999999997,0.781
52245,0.054000000000000006,0.946
45371,0.013999999999999999,0.986
28401,0.068,0.9319999999999999
40211,0.016,0.984
43212,0.055999999999999994,0.944
5452,0.013000000000000001,0.987
32713,0.149,0.851
11563,0.21100000000000002,0.7889999999999999
80237,0.135,0.865
64506,0.042,0.958
44319,0.012,0.988
12208,0.061,0.9390000000000001
29360,0.052000000000000005,0.948
30277,0.07200000000000001,0.9279999999999999
32803,0.16399999999999998,0.8360000000000001
13088,0.036000000000000004,0.964
84097,0.076,0.924
38701,0.011000000000000001,0.989
6437,0.052000000000000005,0.948
78703,0.083,0.917
34747,0.271,0.729
36869,0.065,0.935
49601,0.021,0.979
72206,0.047,0.953
76008,0.11800000000000001,0.882
33935,0.509,0.491
46580,0.113,0.887
76082,0.158,0.842
33167,0.325,0.675
19122,0.223,0.777
80124,0.057,0.943
77056,0.14300000000000002,0.857
30577,0.038,0.962
75039,0.121,0.879
27203,0.294,0.706
48442,0.026000000000000002,0.974
93444,0.449,0.5509999999999999
98126,0.063,0.937
36575,0.057999999999999996,0.942
65810,0.04,0.96
28461,0.032,0.968
31768,0.18899999999999997,0.811
49707,0.019,0.981
29403,0.027999999999999997,0.972
98408,0.131,0.869
45177,0.022000000000000002,0.978
95135,0.09699999999999999,0.903
98022,0.11199999999999999,0.888
19342,0.034,0.966
98264,0.145,0.855
98422,0.09300000000000001,0.907
48331,0.022000000000000002,0.978
44484,0.022000000000000002,0.978
2891,0.036000000000000004,0.964
35126,0.040999999999999995,0.959
92108,0.228,0.772
37615,0.025,0.975
45242,0.055,0.945
70043,0.087,0.913
72118,0.09300000000000001,0.907
39443,0.028999999999999998,0.971
40047,0.028999999999999998,0.971
2914,0.122,0.878
53090,0.038,0.962
29170,0.068,0.9319999999999999
79905,0.937,0.06299999999999994
70471,0.051,0.949
27401,0.07,0.9299999999999999
55076,0.121,0.879
40353,0.032,0.968
75803,0.192,0.808
8879,0.20199999999999999,0.798
60473,0.064,0.9359999999999999
37412,0.13,0.87
43160,0.022000000000000002,0.978
63801,0.027000000000000003,0.973
63090,0.015,0.985
19040,0.055999999999999994,0.944
21214,0.027999999999999997,0.972
74112,0.174,0.8260000000000001
46256,0.071,0.929
624,0.991,0.009000000000000008
70114,0.046,0.954
25404,0.063,0.937
48125,0.087,0.913
46208,0.057999999999999996,0.942
96130,0.24,0.76
77627,0.11199999999999999,0.888
46324,0.34600000000000003,0.6539999999999999
47240,0.024,0.976
6112,0.18899999999999997,0.811
95965,0.153,0.847
49445,0.064,0.9359999999999999
97060,0.218,0.782
67213,0.265,0.735
52803,0.07,0.9299999999999999
94503,0.304,0.696
32836,0.18899999999999997,0.811
31520,0.079,0.921
48220,0.032,0.968
60654,0.084,0.916
7719,0.085,0.915
44202,0.017,0.983
52317,0.052000000000000005,0.948
53206,0.018000000000000002,0.982
7029,0.5479999999999999,0.45200000000000007
99004,0.09,0.91
11783,0.064,0.9359999999999999
76115,0.733,0.267
71037,0.059000000000000004,0.941
17036,0.066,0.9339999999999999
32128,0.047,0.953
8028,0.1,0.9
29909,0.021,0.979
45801,0.046,0.954
55447,0.044000000000000004,0.956
55317,0.032,0.968
45255,0.03,0.97
47408,0.031,0.969
74801,0.07400000000000001,0.9259999999999999
28334,0.115,0.885
65251,0.024,0.976
84108,0.07,0.9299999999999999
37912,0.08,0.92
48009,0.026000000000000002,0.974
90717,0.354,0.646
8721,0.12,0.88
31558,0.077,0.923
60164,0.623,0.377
74134,0.23600000000000002,0.764
29420,0.10300000000000001,0.897
44108,0.015,0.985
37821,0.032,0.968
70460,0.073,0.927
75225,0.032,0.968
38133,0.165,0.835
76011,0.392,0.608
34234,0.19699999999999998,0.803
33487,0.135,0.865
93023,0.195,0.8049999999999999
29169,0.09699999999999999,0.903
85621,0.925,0.07499999999999996
32504,0.057,0.943
55305,0.025,0.975
43920,0.008,0.992
60178,0.075,0.925
11726,0.43200000000000005,0.568
15241,0.016,0.984
54902,0.028999999999999998,0.971
45237,0.019,0.981
59808,0.031,0.969
66208,0.045,0.955
77632,0.064,0.9359999999999999
72205,0.03,0.97
18505,0.207,0.793
63111,0.068,0.9319999999999999
4074,0.022000000000000002,0.978
56007,0.136,0.864
98310,0.11599999999999999,0.884
48114,0.024,0.976
19010,0.057,0.943
68106,0.10300000000000001,0.897
48182,0.043,0.957
78734,0.16,0.84
12144,0.047,0.953
40222,0.036000000000000004,0.964
54301,0.11900000000000001,0.881
92501,0.631,0.369
28704,0.098,0.902
44306,0.026000000000000002,0.974
11411,0.067,0.933
6905,0.155,0.845
67226,0.059000000000000004,0.941
98005,0.059000000000000004,0.941
28659,0.09699999999999999,0.903
99515,0.087,0.913
76111,0.7040000000000001,0.29599999999999993
4011,0.032,0.968
60419,0.012,0.988
53005,0.036000000000000004,0.964
90732,0.33299999999999996,0.667
29020,0.065,0.935
10543,0.248,0.752
74804,0.057,0.943
29488,0.027999999999999997,0.972
33431,0.165,0.835
77657,0.066,0.9339999999999999
19803,0.043,0.957
44116,0.019,0.981
60466,0.08199999999999999,0.918
64050,0.06,0.94
64157,0.043,0.957
46818,0.06,0.94
73135,0.17,0.83
8104,0.4,0.6
33184,0.929,0.07099999999999995
55345,0.031,0.969
28786,0.036000000000000004,0.964
97801,0.105,0.895
92663,0.142,0.858
99623,0.042,0.958
33903,0.121,0.879
23805,0.052000000000000005,0.948
14214,0.055,0.945
45224,0.017,0.983
99203,0.051,0.949
67216,0.256,0.744
92808,0.145,0.855
45322,0.02,0.98
95620,0.397,0.603
71201,0.017,0.983
2445,0.08199999999999999,0.918
6820,0.049,0.951
63401,0.026000000000000002,0.974
14206,0.08,0.92
71446,0.07,0.9299999999999999
32601,0.11699999999999999,0.883
28036,0.066,0.9339999999999999
28739,0.078,0.922
64063,0.064,0.9359999999999999
63139,0.037000000000000005,0.963
84054,0.16399999999999998,0.8360000000000001
42103,0.069,0.931
7094,0.182,0.8180000000000001
78801,0.789,0.21099999999999997
28075,0.079,0.921
99516,0.068,0.9319999999999999
17225,0.026000000000000002,0.974
45212,0.054000000000000006,0.946
36265,0.034,0.966
21037,0.043,0.957
48842,0.053,0.947
61081,0.20199999999999999,0.798
77026,0.45399999999999996,0.546
98275,0.064,0.9359999999999999
83338,0.389,0.611
6002,0.071,0.929
73008,0.193,0.8069999999999999
49684,0.031,0.969
92865,0.397,0.603
36066,0.032,0.968
49014,0.057999999999999996,0.942
21204,0.035,0.965
25701,0.023,0.977
60642,0.159,0.841
53083,0.08900000000000001,0.911
35235,0.048,0.952
75218,0.3,0.7
11501,0.14,0.86
23114,0.044000000000000004,0.956
39073,0.038,0.962
61920,0.033,0.967
14072,0.03,0.97
67901,0.648,0.352
60045,0.049,0.951
7095,0.261,0.739
21202,0.054000000000000006,0.946
1440,0.09,0.91
33760,0.184,0.8160000000000001
36867,0.042,0.958
91040,0.23199999999999998,0.768
18914,0.03,0.97
53913,0.040999999999999995,0.959
48314,0.044000000000000004,0.956
90272,0.05,0.95
33606,0.135,0.865
26062,0.015,0.985
18020,0.13,0.87
92225,0.5670000000000001,0.43299999999999994
98043,0.131,0.869
72761,0.17800000000000002,0.822
10805,0.36700000000000005,0.633
75771,0.083,0.917
77384,0.13,0.87
48203,0.024,0.976
11436,0.136,0.864
36701,0.002,0.998
13820,0.067,0.933
95827,0.222,0.778
95949,0.08199999999999999,0.918
7407,0.268,0.732
90603,0.594,0.406
32311,0.08,0.92
20190,0.11599999999999999,0.884
1581,0.071,0.929
79407,0.33,0.6699999999999999
48327,0.067,0.933
93560,0.431,0.569
54937,0.084,0.916
11428,0.273,0.727
72901,0.16699999999999998,0.833
23508,0.057999999999999996,0.942
78752,0.504,0.496
29201,0.03,0.97
90715,0.428,0.5720000000000001
15239,0.008,0.992
54501,0.016,0.984
37135,0.049,0.951
24141,0.027000000000000003,0.973
80904,0.11599999999999999,0.884
71220,0.008,0.992
71292,0.045,0.955
19963,0.10400000000000001,0.896
32444,0.053,0.947
34238,0.051,0.949
44001,0.053,0.947
8085,0.07,0.9299999999999999
11768,0.068,0.9319999999999999
33405,0.5529999999999999,0.44700000000000006
45030,0.011000000000000001,0.989
90068,0.11900000000000001,0.881
53029,0.031,0.969
97754,0.08800000000000001,0.912
92371,0.425,0.575
21286,0.040999999999999995,0.959
48420,0.038,0.962
75116,0.48,0.52
19014,0.015,0.985
75401,0.294,0.706
22206,0.145,0.855
45638,0.009000000000000001,0.991
7950,0.063,0.937
33455,0.054000000000000006,0.946
47803,0.027999999999999997,0.972
24523,0.022000000000000002,0.978
76086,0.19,0.81
1056,0.09699999999999999,0.903
44149,0.026000000000000002,0.974
60443,0.039,0.961
70380,0.146,0.854
46202,0.052000000000000005,0.948
8731,0.136,0.864
94579,0.215,0.785
42223,0.23600000000000002,0.764
48036,0.032,0.968
63141,0.031,0.969
10990,0.065,0.935
44305,0.028999999999999998,0.971
75602,0.345,0.655
48169,0.016,0.984
33434,0.174,0.8260000000000001
98121,0.077,0.923
85648,0.885,0.11499999999999999
14845,0.017,0.983
32080,0.042,0.958
98407,0.053,0.947
6825,0.11599999999999999,0.884
14227,0.035,0.965
53224,0.057999999999999996,0.942
80203,0.152,0.848
38555,0.054000000000000006,0.946
94706,0.131,0.869
11426,0.201,0.7989999999999999
31008,0.06,0.94
32796,0.051,0.949
63501,0.023,0.977
45251,0.017,0.983
73129,0.568,0.43200000000000005
78015,0.222,0.778
2492,0.025,0.975
94127,0.10400000000000001,0.896
37212,0.04,0.96
46619,0.37,0.63
36507,0.02,0.98
7871,0.061,0.9390000000000001
73507,0.11900000000000001,0.881
10567,0.20600000000000002,0.794
48213,0.021,0.979
35010,0.044000000000000004,0.956
84737,0.096,0.904
8057,0.055999999999999994,0.944
95841,0.207,0.793
92106,0.14800000000000002,0.852
97058,0.2,0.8
45245,0.043,0.957
68130,0.033,0.967
73130,0.07400000000000001,0.9259999999999999
32081,0.078,0.922
89169,0.353,0.647
39305,0.025,0.975
60140,0.132,0.868
28570,0.064,0.9359999999999999
53092,0.042,0.958
66605,0.24,0.76
40206,0.038,0.962
78133,0.192,0.808
80403,0.044000000000000004,0.956
13212,0.032,0.968
48846,0.083,0.917
80620,0.47200000000000003,0.528
11937,0.304,0.696
35950,0.295,0.7050000000000001
61938,0.025,0.975
32305,0.046,0.954
33852,0.255,0.745
96746,0.113,0.887
28630,0.055,0.945
28043,0.08800000000000001,0.912
31005,0.092,0.908
53172,0.126,0.874
7751,0.066,0.9339999999999999
39213,0.016,0.984
92344,0.625,0.375
19073,0.024,0.976
32097,0.033,0.967
76009,0.36200000000000004,0.6379999999999999
31407,0.077,0.923
49001,0.098,0.902
47265,0.037000000000000005,0.963
93630,0.8170000000000001,0.18299999999999994
41015,0.024,0.976
29506,0.027999999999999997,0.972
43607,0.07400000000000001,0.9259999999999999
29644,0.08,0.92
64029,0.028999999999999998,0.971
25705,0.018000000000000002,0.982
31906,0.05,0.95
720,0.993,0.007000000000000006
30307,0.045,0.955
34470,0.1,0.9
76058,0.18899999999999997,0.811
71105,0.049,0.951
78747,0.5760000000000001,0.42399999999999993
60106,0.456,0.544
22551,0.08199999999999999,0.918
34788,0.124,0.876
97034,0.054000000000000006,0.946
61073,0.055,0.945
6067,0.064,0.9359999999999999
68127,0.14400000000000002,0.856
67114,0.17,0.83
93203,0.9520000000000001,0.04799999999999993
6840,0.051,0.949
33140,0.479,0.521
49685,0.025,0.975
33763,0.17800000000000002,0.822
73109,0.591,0.40900000000000003
72116,0.045,0.955
44131,0.032,0.968
49037,0.063,0.937
31024,0.066,0.9339999999999999
67205,0.06,0.94
27101,0.127,0.873
68845,0.069,0.931
33430,0.3,0.7
34691,0.158,0.842
80908,0.087,0.913
91011,0.09,0.91
14218,0.062,0.938
32821,0.426,0.5740000000000001
55075,0.151,0.849
20646,0.040999999999999995,0.959
56377,0.018000000000000002,0.982
66047,0.085,0.915
44053,0.228,0.772
19008,0.02,0.98
50009,0.049,0.951
92582,0.589,0.41100000000000003
98177,0.034,0.966
32541,0.075,0.925
73115,0.102,0.898
29340,0.018000000000000002,0.982
98686,0.08800000000000001,0.912
8550,0.035,0.965
53597,0.048,0.952
29108,0.12,0.88
60450,0.10400000000000001,0.896
18504,0.16399999999999998,0.8360000000000001
48837,0.036000000000000004,0.964
87002,0.619,0.381
19605,0.223,0.777
12304,0.08800000000000001,0.912
21223,0.042,0.958
99202,0.08800000000000001,0.912
27546,0.099,0.901
55410,0.024,0.976
5701,0.018000000000000002,0.982
8536,0.04,0.96
76120,0.271,0.729
32952,0.078,0.922
43078,0.017,0.983
73501,0.157,0.843
78612,0.561,0.43899999999999995
90048,0.077,0.923
37321,0.076,0.924
94519,0.28600000000000003,0.714
99403,0.046,0.954
89706,0.302,0.698
37914,0.040999999999999995,0.959
10605,0.19,0.81
72315,0.037000000000000005,0.963
35613,0.068,0.9319999999999999
48081,0.019,0.981
60194,0.09,0.91
91602,0.18,0.8200000000000001
45505,0.049,0.951
6107,0.055999999999999994,0.944
29053,0.162,0.838
36092,0.023,0.977
35633,0.016,0.984
70611,0.022000000000000002,0.978
17044,0.025,0.975
8690,0.068,0.9319999999999999
78503,0.899,0.10099999999999998
39440,0.034,0.966
85757,0.633,0.367
33440,0.569,0.43100000000000005
75409,0.21899999999999997,0.781
50208,0.039,0.961
20657,0.046,0.954
76067,0.235,0.765
2129,0.091,0.909
49735,0.019,0.981
1945,0.042,0.958
37069,0.036000000000000004,0.964
92887,0.168,0.832
99212,0.052000000000000005,0.948
61101,0.18899999999999997,0.811
45414,0.021,0.979
79119,0.16899999999999998,0.831
37857,0.022000000000000002,0.978
60093,0.064,0.9359999999999999
63137,0.002,0.998
95110,0.5539999999999999,0.44600000000000006
757,0.9990000000000001,0.0009999999999998899
43616,0.078,0.922
85373,0.073,0.927
76205,0.257,0.743
70520,0.027999999999999997,0.972
11415,0.237,0.763
60430,0.055,0.945
43609,0.152,0.848
85367,0.249,0.751
49017,0.078,0.922
53548,0.057,0.943
78224,0.91,0.08999999999999997
32217,0.213,0.787
92082,0.35100000000000003,0.649
8077,0.047,0.953
73521,0.266,0.734
49301,0.042,0.958
7650,0.222,0.778
63108,0.038,0.962
2081,0.059000000000000004,0.941
6801,0.075,0.925
39648,0.015,0.985
28532,0.11199999999999999,0.888
15801,0.023,0.977
50702,0.065,0.935
10509,0.267,0.733
34286,0.08800000000000001,0.912
33432,0.145,0.855
2536,0.037000000000000005,0.963
29410,0.11,0.89
63104,0.036000000000000004,0.964
48813,0.052000000000000005,0.948
33603,0.309,0.6910000000000001
62801,0.042,0.958
83716,0.063,0.937
37127,0.079,0.921
48098,0.025,0.975
44446,0.013999999999999999,0.986
30677,0.071,0.929
65738,0.026000000000000002,0.974
50125,0.031,0.969
80223,0.428,0.5720000000000001
43202,0.04,0.96
71301,0.024,0.976
20017,0.08,0.92
48532,0.044000000000000004,0.956
6518,0.071,0.929
26501,0.027000000000000003,0.973
40059,0.021,0.979
4072,0.016,0.984
92377,0.585,0.41500000000000004
91381,0.204,0.796
85546,0.439,0.5609999999999999
90069,0.084,0.916
1603,0.27,0.73
33181,0.46799999999999997,0.532
38242,0.022000000000000002,0.978
63084,0.023,0.977
28504,0.057999999999999996,0.942
19440,0.061,0.9390000000000001
33714,0.09,0.91
85013,0.287,0.7130000000000001
79765,0.46399999999999997,0.536
55309,0.037000000000000005,0.963
28805,0.055,0.945
95819,0.188,0.812
48207,0.01,0.99
49002,0.045,0.955
2170,0.028999999999999998,0.971
55744,0.013000000000000001,0.987
19428,0.023,0.977
19947,0.32,0.6799999999999999
78644,0.506,0.494
87532,0.775,0.22499999999999998
17104,0.29,0.71
39565,0.037000000000000005,0.963
8232,0.504,0.496
19061,0.045,0.955
74135,0.078,0.922
13204,0.165,0.835
31721,0.027000000000000003,0.973
20018,0.105,0.895
15905,0.024,0.976
11360,0.10800000000000001,0.892
33635,0.315,0.685
4092,0.013999999999999999,0.986
32804,0.138,0.862
43725,0.019,0.981
94022,0.052000000000000005,0.948
962,0.988,0.01200000000000001
2140,0.055999999999999994,0.944
57078,0.054000000000000006,0.946
44654,0.012,0.988
40215,0.071,0.929
44067,0.031,0.969
35805,0.205,0.795
1749,0.064,0.9359999999999999
19090,0.069,0.931
15202,0.024,0.976
76308,0.162,0.838
92586,0.278,0.722
70563,0.038,0.962
40330,0.035,0.965
70401,0.073,0.927
79902,0.777,0.22299999999999998
13901,0.064,0.9359999999999999
85653,0.243,0.757
34785,0.134,0.866
89138,0.11599999999999999,0.884
19341,0.055999999999999994,0.944
92264,0.205,0.795
70820,0.08800000000000001,0.912
14420,0.08900000000000001,0.911
53022,0.031,0.969
43311,0.024,0.976
71108,0.027999999999999997,0.972
53589,0.027999999999999997,0.972
14526,0.039,0.961
19422,0.028999999999999998,0.971
60432,0.633,0.367
